YouTube_ID,Video_ID,Caption,Frame_Start,Frame_End,FPS,Total_Duration,Total_Frames
ksaixU8N9GQ,ksaixU8N9GQ_0,"A bustling public square with ornate architecture and many people. People walk, gather in groups, and sit on benches; the crowd density decreases over time as individuals leave and new ones arrive.",0,1504,25,60.2,1505
VUu_z48C1NM,VUu_z48C1NM_3,"A serene courtyard within a mosque, characterized by intricate stone patterns and archways. People walk and stand throughout the courtyard, and the ""BELLE PAGODE"" sign remains stationary.",1315,1738,25,117.84,2946
VUu_z48C1NM,VUu_z48C1NM_4,"A grand hall with ornate architecture and a large carpet. People walk and converse, while more individuals appear through the doorways.",1816,2113,25,117.84,2946
VUu_z48C1NM,VUu_z48C1NM_5,A modern yacht on calm ocean waters under a clear sky. A person sits undisturbed on a sun lounger while the camera shifts perspective.,2164,2458,25,117.84,2946
VUu_z48C1NM,VUu_z48C1NM_6,A calm boat ride with a view of a city skyline. Passengers relax on the boat as it gently rocks on the water.,2539,2848,25,117.84,2946
VUu_z48C1NM,VUu_z48C1NM_0,"A serene rooftop scene with a view of the city. A person sits in a chair, and items on the table remain unchanged.",25,365,25,117.84,2946
VUu_z48C1NM,VUu_z48C1NM_1,"A tranquil public plaza with a central water fountain. The fountain jets continuously spray water, while the lighting remains warm and consistent.",438,763,25,117.84,2946
VUu_z48C1NM,VUu_z48C1NM_2,"A lively public square filled with people and market stalls. People gather around the market, walk, sit on benches, and interact in groups.",841,1237,25,117.84,2946
zsb0I7hdu6M,zsb0I7hdu6M_0,"A serene outdoor scene with a rustic wooden structure surrounded by trees. Two individuals converse on the structure, one walks away, a new person joins, and a group gathers before dispersing, leaving one person behind.",0,1450,25,58.04,1451
5hUs3MlexxE,5hUs3MlexxE_0,"A static nighttime scene featuring a modern building's illuminated glass entrance. The reflections on the glass remain constant, and there are no movements or changes in the environment.",0,1468,25,58.76,1469
cSPoRXqGVCw,cSPoRXqGVCw_0,"A tranquil urban landscape featuring a futuristic building with a curved white roof. People walk and jog along the walkways, and the water feature remains still.",0,1527,25,61.12,1528
r_VKM4yMs2c,r_VKM4yMs2c_0,An interior view of a boat with large windows showing a dock outside. The scene remains still with no movement or change in the interior or exterior.,0,1460,25,58.48,1462
jOuL2K-38Ms,jOuL2K-38Ms_0,"An elegant room with high ceilings and chandeliers. The room remains unchanged, with no movement or activity.",0,3964,30,132.23,3967
4FL3LPzNhwU,4FL3LPzNhwU_0,"A bustling observation deck with groups of diverse tourists around a cylindrical structure. People interact and observe the urban view, while a new individual in a striped shirt approaches the structure.",0,1465,25,58.68,1467
_hk_TMjWTp8,_hk_TMjWTp8_0,"A static scene of a grand architectural structure in a spacious plaza. The monument and surrounding buildings remain unchanged, with no movement or action.",0,1331,25,53.28,1332
DbUhGPCKzBQ,DbUhGPCKzBQ_0,"A bustling public square surrounded by classical architecture. People walk and stand throughout the square, with varying levels of pedestrian activity.",0,1468,25,58.8,1470
_A_SloMFE4M,_A_SloMFE4M_3,"A bustling plaza with historical buildings and a glass pyramid. People walk, stand in groups, and engage in various activities.",1240,1537,25,93.96,2349
_A_SloMFE4M,_A_SloMFE4M_4,"A serene scene at the Arc de Triomphe in Paris under a clear sky. Vehicles enter and exit the frame, while pedestrians walk around the monument.",1615,1912,25,93.96,2349
_A_SloMFE4M,_A_SloMFE4M_5,"A tranquil park scene featuring a central water fountain. Water flows from the fountain, people sit on the grass and stroll along the pathways.",1969,2251,25,93.96,2349
_A_SloMFE4M,_A_SloMFE4M_0,A static park scene with the Eiffel Tower in the background. No movement or changes in people or objects are observed.,25,337,25,93.96,2349
_A_SloMFE4M,_A_SloMFE4M_1,"An urban scene with a wide avenue and a crowd of people. People change their postures, some join or leave the crowd.",415,787,25,93.96,2349
_A_SloMFE4M,_A_SloMFE4M_2,"A panoramic view of an urban landscape with a mix of historical and modern architecture. The camera rotates to reveal the city, highlighting the river, bridges, and changing sky conditions.",865,1162,25,93.96,2349
qUEp7eDic_0,qUEp7eDic_0_0,"A tranquil scene featuring an ancient column against a partly cloudy sky. The column remains still, with no movement or change in the surroundings.",0,1472,25,59.04,1476
vdQtOoeC6C8,vdQtOoeC6C8_0,"A tranquil canal scene with buildings and a tree-lined walkway. People stroll leisurely along the path, and a boat remains moored on the water.",0,1478,25,59.16,1479
jaDwMmP3crY,jaDwMmP3crY_0,"A lively outdoor plaza filled with people enjoying the sun. People are seated, some eating or socializing, while others move around and new individuals arrive.",0,1520,25,60.84,1521
jpwfS0GQJdA,jpwfS0GQJdA_0,A historical outdoor scene with ruins and a pagoda. No movement or change occurs among the ruins or the pagoda.,0,1459,25,58.4,1460
g_6hOr8r458,g_6hOr8r458_0,"A calm seascape with a bridge and palm trees. The vessel floats still on the water, and the scene remains unchanged.",0,1443,25,57.8,1445
6d4zUz1waPI,6d4zUz1waPI_0,"A busy architectural space with a high ceiling and intricate design. People walk about, navigating the area while the bannister remains in place.",0,1476,25,59.08,1477
E4Rx1EoB2cM,E4Rx1EoB2cM_0,"A lively urban night scene at a busy subway entrance. People continuously enter and exit the subway, showcasing a vibrant crowd.",25,1141,25,68.6,1715
sONWbkduKHc,sONWbkduKHc_0,A tranquil canal scene with European buildings and colorful facades. A group of people appears on a boat docked along the canal.,0,1477,25,59.12,1478
ZvFoljVOxGM,ZvFoljVOxGM_0,"A group of individuals interacts in a park-like setting. Two people engage near the ground, a third person joins, and they discuss; another individual observes the situation.",25,724,25,255.52,6388
Xb-v4iFp3rg,Xb-v4iFp3rg_0,"An outdoor gathering at dawn or dusk with a spherical structure and a blue tarp. Individuals move subtly, with one person crouching near the blue fabric.",0,1511,25,60.52,1513
w8tkXP0eC20,w8tkXP0eC20_0,"A serene park with lush greenery and a central fountain. A person walks a dog, another rides a bicycle, and more visitors engage in leisurely activities.",52,1246,25,49.88,1247
IRjxH-xoQF8,IRjxH-xoQF8_0,"A haunting scene of destruction in a historic temple. The bell and debris remain still, while vines begin to grow over the ruins.",0,1250,25,50.08,1252
28Cgi8nZRWo,28Cgi8nZRWo_0,"A tranquil outdoor plaza with geometric patterns and a central fountain. The water jets of the fountain continuously spray upwards, with slight shifts in shadows indicating time passing.",0,1452,25,58.16,1454
brV73Viou8Q,brV73Viou8Q_0,A serene coastal landscape with a sandy beach and a calm sea. A boat moves slightly closer to shore and then returns to its original position before disappearing from view.,1,5971,30,199.07,5972
G9n1n9rJvSU,G9n1n9rJvSU_0,A classic designed room hosting a social gathering. People adjust their postures and orientations while engaged in conversation.,0,3148,30,104.97,3149
7-63TAT8oJM,7-63TAT8oJM_0,"A lively indoor market with bustling shops and stalls. Vendors attend to goods, customers browse and engage in transactions, and people move throughout the corridor.",0,1473,25,58.96,1474
UCsez1aaUJU,UCsez1aaUJU_0,"A lively outdoor pedestrian space with people walking and engaging in activities. Individuals move in various directions, sitting and conversing as they navigate the walkway.",0,1463,25,58.68,1467
RvsrSZKrDe8,RvsrSZKrDe8_0,"A lively public square filled with people engaged in various activities. People walk, converse, and sit in groups, with the crowd gradually dispersing and shifting positions.",0,1494,25,59.8,1495
TTJg1Ia_1LU,TTJg1Ia_1LU_0,A grand interior of a domed building resembling a cathedral. The scene remains unchanged with rows of chairs and an ornate altar.,0,2036,25,81.52,2038
LoNMV5rZw3Q,LoNMV5rZw3Q_0,"A tranquil tropical landscape with lush greenery and palm trees. The flora remains still, and the sunlight consistently illuminates the scene.",0,1460,25,58.44,1461
YUA_N8LG7LM,YUA_N8LG7LM_3,"A serene natural landscape during sunset with a calm body of water. The sun casts warm light on the water, and the trees and rocks remain still.",2721,3576,30,180.47,5414
YUA_N8LG7LM,YUA_N8LG7LM_4,"A serene natural landscape with a still body of water and lush greenery. The water remains still, and the surroundings do not change.",3755,4448,30,180.47,5414
YUA_N8LG7LM,YUA_N8LG7LM_5,"A tranquil journey through a dense forest with sunlight filtering through the trees. The path meanders deeper into the woods, and sunlight casts changing patterns of light and shadow.",4527,5356,30,180.47,5414
YUA_N8LG7LM,YUA_N8LG7LM_0,"A lively outdoor market scene with parked vehicles and colorful umbrellas. A person in a red top walks away, and a green car appears on the right side.",30,861,30,180.47,5414
YUA_N8LG7LM,YUA_N8LG7LM_1,"A serene outdoor scene featuring a boardwalk by a large body of water. The water remains still, and the foliage and trees show no movement.",949,1760,30,180.47,5414
YUA_N8LG7LM,YUA_N8LG7LM_2,"A tranquil natural landscape with flowing water and surrounding vegetation. The water flows gently over the rocks, creating small ripples.",1848,2667,30,180.47,5414
nOXF-Xu4L6g,nOXF-Xu4L6g_1,"An opulent building interior filled with a large crowd of people. People sit, stand, and walk around, engaging in various activities.",277,1474,25,60.92,1523
Hvm_9jTH7E8,Hvm_9jTH7E8_0,"A modern, brightly lit lounge area with people socializing. People shift positions, converse in groups, and a new individual enters the scene.",25,178,25,52.16,1304
YbAI_IByvsE,YbAI_IByvsE_0,"A futuristic city skyline under an overcast sky. The city remains static, with buildings and water reflecting the skyline.",0,1446,25,57.92,1448
8HtXM6QhGrM,8HtXM6QhGrM_0,"An ornate church interior with a large altar and polished floors. Visitors explore the space, ascending and descending staircases, some pausing to observe details.",0,1521,25,60.88,1522
hFqSZ37WLZo,hFqSZ37WLZo_0,"A lively plaza with neoclassical architecture and a statue. People walk in different directions, and horse-drawn carriages move through the plaza.",0,1462,25,58.56,1464
8L6FfTF-DBQ,8L6FfTF-DBQ_0,"A bustling plaza with historical architecture and a central monument. People walk leisurely in various directions, exploring the area.",0,1507,25,60.36,1509
STvSPzuuGYA,STvSPzuuGYA_0,A quiet cobbled street surrounded by colorful buildings. The scene remains unchanged with no movement of people or vehicles.,0,1519,25,60.8,1520
xMrriP2lrCk,xMrriP2lrCk_0,"A tranquil landscaped environment with a large water body and lush greenery. Visitors stroll leisurely along the paved walkway, and the water reflects subtle changes in the sky.",0,1105,25,44.24,1106
vODUYcpupAA,vODUYcpupAA_0,"A vibrant urban scene bustling with pedestrians and diverse architecture. People walk, stand, and converse, constantly entering and exiting the frame.",0,1411,25,56.48,1412
mxPVZzQRGf0,mxPVZzQRGf0_0,"A serene outdoor scene with a cobblestone path and lush greenery. A cyclist rides along the path, trees sway in the breeze, and sunlight filters through the leaves.",0,1332,25,53.32,1333
0g4KaGMJNdM,0g4KaGMJNdM_0,"A rugged and arid landscape with rocky hills and a cloudy sky. The sandy terrain and dirt ramp remain unchanged, with no movement or activity present.",0,1517,25,60.72,1518
JG6nbudZnD4,JG6nbudZnD4_0,"A spacious indoor area resembling a lobby with individuals resting and socializing. People remain seated on the floor, and one new individual joins the group.",0,896,25,35.88,897
Khh-sebb_dQ,Khh-sebb_dQ_0,"A tranquil tropical landscape with a winding dirt path and palm trees. The environment remains completely still, with no movements or changes observed.",0,1447,25,57.92,1448
jSu8pvbxT54,jSu8pvbxT54_0,"A relaxed outdoor gathering with people socializing around stone slabs. Individuals sit, recline, and walk in a semi-circular arrangement, with minor adjustments in their positions.",0,1509,25,60.44,1511
aQsVz2O2OSg,aQsVz2O2OSg_0,"A tranquil park setting with trees and dappled light. The shadows of the trees slightly elongate, and a wooden post remains still.",0,1471,25,58.88,1472
Ip4XCs2PDZ0,Ip4XCs2PDZ0_0,"A vibrant nighttime scene by a waterfront with colorful lights. The ferris wheel's lights shine brightly, and people are silhouetted against the background.",0,2249,25,90.0,2250
8P9KnWszcEo,8P9KnWszcEo_0,"A tranquil indoor observation deck with a view of a cityscape at dawn or dusk. Two people initially observe the view, a third person joins, one steps away briefly, then reenters the group, and a new person arrives, while the focus remains on the city below.",0,1223,25,48.96,1224
2gFUw8d66u0,2gFUw8d66u0_0,"A bustling boardwalk scene at twilight with a colorful sky. People walk, jog, talk, and enjoy the view while some remain stationary.",0,1524,25,61.0,1525
By0a3KuHOqQ,By0a3KuHOqQ_0,"A grand Gothic-style cathedral with ornate architecture and a checkerboard floor. Visitors walk and stand, observing the surroundings; clergy gather around the altar and pulpit.",25,238,25,59.44,1486
6yXsm9eQNww,6yXsm9eQNww_0,An expansive and beautifully designed interior space with arches and a central water feature. The scene remains completely still with no movement of objects or changes in the environment.,0,1510,25,60.44,1511
WftSerwHRgg,WftSerwHRgg_0,"A tranquil urban park scene with trees and a curved wall. The environment remains still, with no significant movements or changes.",0,1455,25,58.28,1457
irUSx2tqLX0,irUSx2tqLX0_0,"A dynamic coastal scene with crashing waves against rocky shores. Waves continuously crash, clouds move across the sky, altering light and shadow.",0,1451,25,58.12,1453
kavsZMpD1zg,kavsZMpD1zg_0,"A serene beach scene with a gentle curve leading to a pier. People walk slowly along the beach, some near the water and others further back on the sand.",0,1469,25,58.8,1470
Nn7Y9rWmWbw,Nn7Y9rWmWbw_0,A quiet urban plaza surrounded by buildings. A person walks across the plaza and then exits the scene.,0,1455,25,58.24,1456
Vm47s-Iik3k,Vm47s-Iik3k_0,"A tranquil landscape featuring a large body of water and a traditional multi-tiered structure. The water has noticeable ripples, but there are no movements or changes in the scene.",0,1452,25,58.44,1461
6v8kBjGfkSk,6v8kBjGfkSk_3,An urban scene with a cobblestone plaza and a statue. The number of pedestrians gradually increases around the statue and on the sidewalks.,2744,3558,30,180.17,5405
6v8kBjGfkSk,6v8kBjGfkSk_4,"A serene garden with a fountain and a historical building. The fountain continuously jets water into the pond, while the environment remains unchanged.",3645,4467,30,180.17,5405
6v8kBjGfkSk,6v8kBjGfkSk_5,"A festive town square decorated for the holiday season. Pedestrians walk slowly through the square, their positions shift slightly.",4554,5316,30,180.17,5405
6v8kBjGfkSk,6v8kBjGfkSk_0,"A bustling public square filled with people and neoclassical buildings. People leisurely walk through the square, shadows lengthen, and a new group of pedestrians enters and moves across the scene.",30,858,30,180.17,5405
6v8kBjGfkSk,6v8kBjGfkSk_1,"A tranquil riverside scene with a curved bank and reflections. The water remains calm, and the scenery is consistently unchanged.",945,1767,30,180.17,5405
6v8kBjGfkSk,6v8kBjGfkSk_2,An expansive grassy quad surrounded by traditional buildings under an overcast sky. A small blue object briefly appears on the cobblestone path before disappearing.,1823,2655,30,180.17,5405
7Q5UeomcKHM,7Q5UeomcKHM_0,"A tranquil urban scene featuring a cobblestone roundabout surrounded by greenery. The motorcycles remain parked, and the street lamps stay unlit.",0,1229,25,49.2,1230
D3F1HxBRRN4,D3F1HxBRRN4_0,"A serene cityscape featuring a plaza, mosque, and palm trees. A person walks across the plaza, moving closer to the camera.",0,1464,25,58.6,1465
p9G9TEclNGU,p9G9TEclNGU_0,"A bustling indoor market viewed from a moving tram. Vendors promote goods, passengers engage with their surroundings, and new passengers board the tram.",0,1536,25,61.48,1537
v1wwunzZMtY,v1wwunzZMtY_0,A tranquil park scene with a manicured lawn and a body of water. Ducks swim leisurely on the water's surface.,0,1461,25,58.52,1463
OwyWq6QGGIs,OwyWq6QGGIs_0,"A tranquil rural road scene beside a body of water under clear skies. Vehicles move along the road, including a truck and a motorcyclist with a passenger.",0,1470,25,58.84,1471
LW8ebjrVB-o,LW8ebjrVB-o_0,"An outdoor skatepark with various ramps and an urban backdrop. Individuals skateboard, some move while others are stationary.",0,1465,25,58.64,1466
wDLbO2Et5VI,wDLbO2Et5VI_0,"A tranquil city skyline at dusk reflected in water. The city lights gradually illuminate, and the trees and street lamps remain still.",0,1457,25,58.32,1458
SPaeoaENZZc,SPaeoaENZZc_0,"A large indoor arena filled with seated people focused on the stage. The audience remains still and attentive, with consistent lighting throughout.",0,1457,25,58.32,1458
lP6sZq-JSP0,lP6sZq-JSP0_0,"A quiet nighttime urban scene with a traffic island and illuminated buildings. The street lamp shines on the pavement, and leaves lie scattered, but no movement occurs.",0,1461,25,58.48,1462
xkbg7iMU2EM,xkbg7iMU2EM_0,"A group of people attempts to right an upturned umbrella in a park setting. A woman examines the umbrella, while others join to push and pull it, but they remain unsuccessful in flipping it upright.",0,1057,25,42.32,1058
oFUDvdh9T0Y,oFUDvdh9T0Y_0,"A vibrant urban skyline at night with a lit circular structure. Water jets shoot upwards, creating colorful light patterns.",0,1455,25,58.24,1456
3TUn9JzwpB8,3TUn9JzwpB8_0,"A large, organized market with a variety of produce. The potato display remains central, and goods are consistently arranged on shelves.",0,1397,25,55.92,1398
FUG937WyDGA,FUG937WyDGA_3,"A grand Gothic cathedral filled with visitors. Visitors walk, kneel, and take photos, with an increasing number gathering near the central aisle.",1540,1966,25,200.0,5000
FUG937WyDGA,FUG937WyDGA_4,"A grand historical building interior with ornate architecture and artwork. Visitors walk and observe, entering and exiting the frame.",2038,2467,25,200.0,5000
FUG937WyDGA,FUG937WyDGA_5,A bell tower interior with individuals maintaining a central bell. People climb scaffolding and assist with the bell's restoration.,2539,2965,25,200.0,5000
FUG937WyDGA,FUG937WyDGA_6,"A greenhouse with visitors exploring the space. Individuals stand, sit, and slightly change positions; one gestures towards something outside the frame.",3040,3466,25,200.0,5000
FUG937WyDGA,FUG937WyDGA_7,"A static urban scene with a group of people on an elevated structure under an overcast sky. The people remain motionless, and the environment stays unchanged.",3538,3967,25,200.0,5000
FUG937WyDGA,FUG937WyDGA_8,"A panoramic view of Paris showcasing historic buildings and Notre Dame. Two individuals are initially stationary, then one stands and they engage in conversation.",4039,4465,25,200.0,5000
FUG937WyDGA,FUG937WyDGA_9,"A lively square in front of a historic building with people moving about. People walk and gather in different spots, while clouds shift overhead affecting the light.",4537,4951,25,200.0,5000
FUG937WyDGA,FUG937WyDGA_0,"A lively tourist destination featuring a historic Gothic building and a bustling plaza. People walk, talk, and move around the plaza, creating a dynamic atmosphere.",25,466,25,200.0,5000
FUG937WyDGA,FUG937WyDGA_1,"A serene scene featuring a Gothic cathedral surrounded by greenery. People walk and stand around the cathedral, subtly changing their positions.",539,964,25,200.0,5000
FUG937WyDGA,FUG937WyDGA_2,"A serene park scene with a circular flowerbed and lush trees. The flowerbed remains undisturbed, and no movement occurs in the scene.",1040,1464,25,200.0,5000
Lgjxe956fwI,Lgjxe956fwI_0,"A serene hot air balloon journey over a changing landscape. The balloon glides through the sky, revealing different fields and buildings below, while its passengers remain stationary.",0,1489,25,59.64,1491
qUmdJYPtL4E,qUmdJYPtL4E_3,"A lively public square with an architectural monument in the background. People walk, pause to converse, and gather in the square.",970,1198,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_4,"A lively historical plaza featuring the Pantheon and a crowd of people. People shift positions, some disperse, and new individuals arrive; horse-drawn carriages remain stationary.",1249,1480,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_5,"A grand, domed building with visitors scattered throughout the marble floor. Visitors walk, talk, and sit, while the light patterns shift on the floor.",1531,1759,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_6,"A serene historic cityscape viewed from an elevated point. Tourists observe the view, moving slightly as time passes.",1810,2070,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_18,"A calm park scene featuring a reflective pool surrounded by greenery. The water remains still with soft ripples, and the bollard's reflection is visible.",5194,5409,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_7,"A cityscape featuring historic ruins and modern buildings under a clear sky. The column remains stationary, and there is no movement of people or objects in the scene.",2122,2343,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_8,A historic square in a European city with diverse architecture. People leisurely walk and ascend the stone staircases.,2404,2626,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_10,"A lively outdoor market scene filled with people and stalls. People walk, talk, and gather around the statue.",2965,3184,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_9,"A lively plaza in Rome filled with people. Visitors stroll, gather in groups, and change positions.",2686,2914,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_16,"A busy scene on a historic bridge with urban views. Visitors take photos, walk, and discuss; a person in a red top shifts positions, and birds take flight.",4642,4858,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_13,"A grand corridor in a cultural institution filled with statues and artifacts. Visitors observe exhibits, some pause while others walk through the space.",3799,4009,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_20,"A cozy café scene with warm lighting and a wooden interior. A man in a red shirt moves towards the barista, examines something in his hand, and later shifts his focus to the camera while the barista serves customers.",5743,6016,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_19,"A serene outdoor scene featuring an ancient cobblestone path and a dilapidated building. The sun shines consistently, and the text overlay ""ANNUA VIA AUGUSTA"" appears at the bottom of the video.",5461,5663,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_11,A serene view of St. Peter's Square in Vatican City. People walk across the plaza and behind the barrier.,3235,3478,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_17,"A lively public square with a central fountain and classical architecture. A person sits by the fountain, initially fishing, then later cleaning it; a pedestrian walks across the square.",4909,5143,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_0,"A lively scene at the Trevi Fountain in Rome filled with tourists and locals. People toss coins, take photos, and move around the fountain, while the crowd shifts slightly.",91,226,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_1,"A vibrant scene at the Colosseum in Rome with people and vehicles. Visitors meander, sit, and interact while vehicles move through the area.",346,604,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_2,"A historic scene at the Colosseum in Rome filled with visitors. Visitors explore the area, some moving slightly while others remain stationary.",655,919,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_14,"A lively public square filled with people and diverse architecture. People walk, take photographs, and gather in small groups.",4060,4282,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_15,"A busy cobblestone bridge surrounded by historic architecture. Pedestrians continuously move across the bridge, entering and exiting the camera's view.",4333,4591,25,257.0,6425
qUmdJYPtL4E,qUmdJYPtL4E_21,"A bustling town square filled with diverse crowds. People walk, sit, socialize, and some change positions while others enter the scene.",6067,6379,25,257.0,6425
fft7N3rSWIE,fft7N3rSWIE_0,"A vibrant urban street scene filled with pedestrians, rickshaws, and motorcycles. Rickshaws and motorcycles weave through traffic, while pedestrians walk and interact with vendors.",25,775,25,57.0,1425
9Ys5Q8ouof0,9Ys5Q8ouof0_0,"A serene park setting with a pond and lush greenery. The pond reflects the trees and sky, remaining still throughout the video.",0,1513,25,60.64,1516
-yaVop-_XmA,-yaVop-_XmA_0,"A grand interior space resembling a luxurious hotel with classical architecture. People walk, converse, and move around the information desk.",40,1054,25,57.84,1446
NObjrfXi3kA,NObjrfXi3kA_3,"A vibrant street scene filled with people celebrating a color-throwing festival. People walk, dance, and sit on the ground, while colorful powders are thrown in the air.",880,976,25,118.0,2950
NObjrfXi3kA,NObjrfXi3kA_4,A lively street celebration with a dense crowd in pink attire. People dance and walk briskly through the narrow alley.,1123,1393,25,118.0,2950
NObjrfXi3kA,NObjrfXi3kA_5,"A bustling urban street scene with a mix of modern and traditional architecture. Pedestrians walk, converse, and sit, while vehicles navigate the street.",1555,1723,25,118.0,2950
NObjrfXi3kA,NObjrfXi3kA_6,"A bustling urban street scene with a crowd around a man on the ground. The crowd shifts slightly, while buildings and vehicles remain stationary.",1798,1948,25,118.0,2950
NObjrfXi3kA,NObjrfXi3kA_7,"A busy urban street filled with shops and various modes of transportation. Pedestrians walk, motorcyclists and cyclists move through the scene, and an auto-rickshaw enters the frame.",2011,2398,25,118.0,2950
NObjrfXi3kA,NObjrfXi3kA_8,"Two elephants stand close together on a sandy road, surrounded by sparse vegetation. The elephants remain stationary while a small group of onlookers observes them.",2470,2902,25,118.0,2950
NObjrfXi3kA,NObjrfXi3kA_0,"A lively street scene during the Holi festival in Tathura. The crowd density increases as people celebrate, wearing colorful attire and engaging in festive activities.",103,217,25,118.0,2950
NObjrfXi3kA,NObjrfXi3kA_1,"A chaotic street scene during a cultural festival with a dense crowd. People navigate the street, some on motorbikes, while dust clouds rise from their movement.",301,472,25,118.0,2950
NObjrfXi3kA,NObjrfXi3kA_2,"A lively street scene with a mix of traditional and modern buildings. People walk, converse, and sit near their shops, continuously interacting in the vibrant atmosphere.",544,724,25,118.0,2950
8J2xVZ520Rc,8J2xVZ520Rc_0,A serene public square surrounded by neoclassical architecture. Pedestrians move leisurely across the cobblestone square.,0,1405,25,56.24,1406
AIfCxgOtMy0,AIfCxgOtMy0_0,"A distorted street scene with a large metal bowl on the left. The metal bowl, buildings, vehicles, and pedestrians remain stationary throughout.",0,1477,25,59.12,1478
-HFatsFS7nM,-HFatsFS7nM_3,"A lively urban gathering in a town square with mixed architecture. The crowd shifts and interacts, with some people seated and others walking around.",1027,1225,25,112.92,2823
-HFatsFS7nM,-HFatsFS7nM_4,"A lively outdoor public space filled with spectators during an evening event. The crowd remains seated or standing still, focused on the main attraction, while the buildings and palm trees stay unchanged.",1276,1474,25,112.92,2823
-HFatsFS7nM,-HFatsFS7nM_5,"A lively outdoor public event with a large crowd and historical architecture. People are seated or standing, some using binoculars and taking photos, while the crowd's composition shifts slightly.",1609,1690,25,112.92,2823
-HFatsFS7nM,-HFatsFS7nM_6,"A crowded outdoor public event in an urban setting. People are gathered, some seated and others standing, all focused towards a central point of interest.",1777,1891,25,112.92,2823
-HFatsFS7nM,-HFatsFS7nM_7,"A lively outdoor public event in an urban setting with a diverse crowd. Spectators sit and stand, some taking photos, while others converse.",2005,2086,25,112.92,2823
-HFatsFS7nM,-HFatsFS7nM_8,"A crowded outdoor public event in a city square. People remain seated or standing, all facing a focal point with no significant movement.",2275,2476,25,112.92,2823
-HFatsFS7nM,-HFatsFS7nM_9,"A lively outdoor public event with a diverse crowd. People are seated or standing, all facing a focal point off-camera.",2527,2725,25,112.92,2823
-HFatsFS7nM,-HFatsFS7nM_0,"A lively outdoor public event with a diverse crowd. People are seated or standing, all facing the same direction, with slight movements among them.",25,226,25,112.92,2823
-HFatsFS7nM,-HFatsFS7nM_1,"A lively outdoor public event with a large crowd. People are seated or standing, all focused towards a common point.",277,475,25,112.92,2823
-HFatsFS7nM,-HFatsFS7nM_2,"A lively outdoor public event with a diverse crowd and ornate architecture. People remain seated or standing, focused on a central point of interest.",553,976,25,112.92,2823
sbPJmmySoRc,sbPJmmySoRc_0,"A grand, historic interior space with wooden benches and an altar. The scene remains still, with no movement of furniture or objects.",0,1505,25,60.24,1506
w4TvZ-aXOC8,w4TvZ-aXOC8_0,"A serene outdoor scene with a tower, trees, and benches. A person walks along the paved path, moving away from and then closer to the camera.",0,1514,25,60.6,1515
JzTBLwZq_W0,JzTBLwZq_W0_0,"A bustling indoor market filled with people and vendors. People walk back and forth, examine goods, interact with vendors, and carry items.",0,1405,25,56.24,1406
3is-6aqIkuE,3is-6aqIkuE_0,"A tranquil public square with traditional buildings and a statue. A person sits near the statue, another crouches at its base, and one individual walks towards the center of the square.",0,1346,25,53.88,1347
vSDmyW9KhXo,vSDmyW9KhXo_0,"A serene temple scene with intricate carvings and white elephant sculptures. The sculptures and temple remain still, with no movement or changes in the surroundings.",0,1481,25,59.28,1482
955cCMTa9C8,955cCMTa9C8_0,"A static view of the Sydney Opera House against a partly cloudy sky. The building remains unchanged, with consistent lighting and shadows throughout the scene.",0,1509,25,60.44,1511
RfE4vHRzlNg,RfE4vHRzlNg_3,"An ornate historical building interior, likely a church or cathedral. Visitors walk, stand, and converse in small groups.",1438,1818,25,89.04,2226
RfE4vHRzlNg,RfE4vHRzlNg_4,"A lively piazza filled with people and varied architecture. People walk, converse, and sit; a cyclist and a scooter rider enter and exit the scene.",1891,2179,25,89.04,2226
RfE4vHRzlNg,RfE4vHRzlNg_0,"A lively public square with a grand cathedral and surrounding architecture. People walk in various directions, engage in conversation, and stroll leisurely.",25,454,25,89.04,2226
RfE4vHRzlNg,RfE4vHRzlNg_1,"A tranquil cityscape viewed from a historic building. The buildings and sky remain still, with no movement observed.",529,954,25,89.04,2226
RfE4vHRzlNg,RfE4vHRzlNg_2,A serene historic cityscape with warm-toned roofs and a prominent church tower. The clouds slowly change positions in the sky.,1030,1363,25,89.04,2226
